Date,Price,Open,High,Low
2014-08-21,517.9,516.8,537.2,511.4
2014-08-22,516.1,517.9,524.4,500.6
2014-08-23,497.7,516.1,516.8,494.0
2014-08-24,509.7,497.7,514.8,496.8
2014-08-25,502.9,509.7,511.3,499.7
2014-08-26,512.6,502.9,516.0,501.8
2014-08-27,515.2,512.6,527.4,512.7
2014-08-28,510.8,515.2,521.6,503.3
2014-08-29,512.6,510.8,515.2,506.7
2014-08-30,506.0,512.6,512.9,503.1
2014-08-31,481.8,506.0,508.3,478.3
2014-09-01,477.2,481.8,487.5,471.8
2014-09-02,478.9,477.2,487.0,470.5
2014-09-03,480.0,478.9,487.3,476.8
2014-09-04,491.0,480.0,498.5,476.3
2014-09-05,483.6,491.0,495.0,483.1
2014-09-06,484.5,483.6,491.4,480.8
2014-09-07,485.8,484.5,490.7,478.5
2014-09-08,475.7,485.8,487.0,469.5
2014-09-09,474.9,475.7,478.6,467.5
2014-09-10,479.7,474.9,491.0,471.6
2014-09-11,478.5,479.7,488.9,474.6
2014-09-12,477.7,478.5,479.7,471.1
2014-09-13,478.2,477.7,480.6,474.6
2014-09-14,477.7,478.2,480.3,472.0
2014-09-15,477.7,477.7,479.3,473.7
2014-09-16,466.8,477.7,478.8,464.0
2014-09-17,461.1,466.8,469.4,458.3
2014-09-18,424.3,461.1,462.3,408.8
2014-09-19,397.7,424.3,429.2,386.1
2014-09-20,411.5,397.7,427.7,387.5
2014-09-21,401.6,411.5,415.1,394.5
2014-09-22,404.1,401.6,410.8,398.6
2014-09-23,436.9,404.1,445.5,394.8
2014-09-24,423.8,436.9,439.2,422.1
2014-09-25,412.3,423.8,427.5,409.6
2014-09-26,404.5,412.3,416.4,399.7
2014-09-27,399.0,404.5,407.1,394.7
2014-09-28,379.1,399.0,402.3,374.1
2014-09-29,376.8,379.1,389.3,372.6
2014-09-30,388.2,376.8,395.2,374.7
2014-10-01,382.8,388.2,395.1,381.1
2014-10-02,375.1,382.8,385.6,371.2
2014-10-03,363.5,375.1,378.2,362.8
2014-10-04,335.3,363.5,369.9,327.1
2014-10-05,322.9,335.3,344.3,294.9
2014-10-06,331.5,322.9,347.9,303.0
2014-10-07,331.6,331.5,345.5,321.7
2014-10-08,350.9,331.6,351.6,325.4
2014-10-09,360.9,350.9,384.6,347.6
2014-10-10,361.7,360.9,378.1,353.3
2014-10-11,361.2,361.7,370.1,350.5
2014-10-12,373.2,361.2,374.6,352.3
2014-10-13,387.3,373.2,391.2,366.0
2014-10-14,397.1,387.3,407.7,385.7
2014-10-15,393.2,397.1,397.9,388.2
2014-10-16,379.8,393.2,398.8,371.6
2014-10-17,380.5,379.8,384.8,372.4
2014-10-18,390.9,380.5,395.7,373.6
2014-10-19,387.3,390.9,394.5,383.9
2014-10-20,380.4,387.3,387.8,378.4
2014-10-21,382.4,380.4,388.2,377.4
2014-10-22,378.9,382.4,383.7,377.0
2014-10-23,355.8,378.9,381.1,353.5
2014-10-24,355.1,355.8,360.9,351.4
2014-10-25,346.7,355.1,356.6,341.5
2014-10-26,348.7,346.7,356.8,344.2
2014-10-27,350.1,348.7,356.4,344.9
2014-10-28,351.1,350.1,355.7,348.3
2014-10-29,335.1,351.1,352.8,334.7
2014-10-30,344.9,335.1,350.4,333.4
2014-10-31,337.9,344.9,348.0,336.1
2014-11-01,325.4,337.9,339.0,320.7
2014-11-02,322.5,325.4,329.8,319.8
2014-11-03,324.2,322.5,332.9,321.7
2014-11-04,328.0,324.2,328.8,320.1
2014-11-05,338.0,328.0,342.0,326.5
2014-11-06,347.7,338.0,351.1,335.7
2014-11-07,341.9,347.7,351.6,340.2
2014-11-08,343.5,341.9,346.3,339.8
2014-11-09,362.0,343.5,362.2,341.8
2014-11-10,367.1,362.0,374.7,356.6
2014-11-11,365.4,367.1,371.0,361.9
2014-11-12,432.0,365.4,442.7,365.8
2014-11-13,428.7,432.0,480.5,390.9
2014-11-14,396.5,428.7,430.2,382.0
2014-11-15,374.9,396.5,407.3,368.0
2014-11-16,385.6,374.9,390.4,370.5
2014-11-17,384.7,385.6,412.3,378.3
2014-11-18,379.2,384.7,394.9,372.0
2014-11-19,381.4,379.2,389.3,374.3
2014-11-20,357.3,381.4,383.0,355.1
2014-11-21,351.8,357.3,358.7,343.8
2014-11-22,352.0,351.8,364.2,350.5
2014-11-23,365.9,352.0,370.6,352.6
2014-11-24,378.9,365.9,388.7,361.9
2014-11-25,376.4,378.9,395.7,370.6
2014-11-26,365.4,376.4,378.3,364.0
2014-11-27,368.8,365.4,374.4,364.8
2014-11-28,377.6,368.8,383.3,358.4
2014-11-29,376.3,377.6,389.3,372.2
2014-11-30,374.9,376.3,381.1,372.6
2014-12-01,378.6,374.9,383.6,373.0
2014-12-02,380.6,378.6,384.9,375.4
2014-12-03,377.0,380.6,384.7,373.6
2014-12-04,369.8,377.0,380.4,366.2
2014-12-05,377.6,369.8,379.7,366.4
2014-12-06,376.3,377.6,380.3,372.0
2014-12-07,376.5,376.3,377.9,372.5
2014-12-08,365.0,376.5,377.4,364.6
2014-12-09,352.2,365.0,365.4,343.8
2014-12-10,347.9,352.2,354.1,345.1
2014-12-11,347.7,347.9,367.1,337.8
2014-12-12,353.4,347.7,356.4,346.0
2014-12-13,348.2,353.4,353.1,343.8
2014-12-14,349.4,348.2,351.6,344.6
2014-12-15,345.4,349.4,351.2,343.6
2014-12-16,330.2,345.4,346.5,328.9
2014-12-17,320.0,330.2,335.7,314.3
2014-12-18,310.3,320.0,325.6,303.4
2014-12-19,317.8,310.3,320.2,306.4
2014-12-20,330.4,317.8,332.6,316.0
2014-12-21,322.6,330.4,332.0,320.1
2014-12-22,330.8,322.6,335.3,319.9
2014-12-23,335.3,330.8,339.3,328.0
2014-12-24,322.4,335.3,336.3,320.6
2014-12-25,319.0,322.4,323.4,316.3
2014-12-26,330.0,319.0,332.9,316.4
2014-12-27,315.3,330.0,330.7,312.0
2014-12-28,316.5,315.3,322.8,310.5
2014-12-29,314.1,316.5,321.6,308.3
2014-12-30,311.3,314.1,316.2,309.3
2014-12-31,318.2,311.3,319.1,308.9
2015-01-01,314.9,318.2,321.4,313.5
2015-01-02,315.2,314.9,316.4,313.1
2015-01-03,287.1,315.2,315.8,284.9
2015-01-04,264.7,287.1,289.9,255.9
2015-01-05,274.8,264.7,278.3,262.9
2015-01-06,282.3,274.8,285.1,271.5
2015-01-07,291.3,282.3,296.1,280.7
2015-01-08,282.7,291.3,292.7,279.0
2015-01-09,288.0,282.7,290.6,277.3
2015-01-10,273.4,288.0,289.3,272.0
2015-01-11,264.8,273.4,278.0,263.8
2015-01-12,269.3,264.8,273.1,263.3
2015-01-13,221.3,269.3,269.1,217.1
2015-01-14,164.9,221.3,230.9,157.3
2015-01-15,209.8,164.9,231.3,164.6
2015-01-16,206.9,209.8,222.6,198.7
2015-01-17,199.6,206.9,212.6,191.7
2015-01-18,210.6,199.6,220.7,192.5
2015-01-19,215.9,210.6,219.5,205.5
2015-01-20,210.6,215.9,216.6,203.4
2015-01-21,228.2,210.6,229.3,207.1
2015-01-22,232.7,228.2,238.8,225.6
2015-01-23,232.2,232.7,237.0,224.8
2015-01-24,248.2,232.2,248.9,229.6
2015-01-25,252.1,248.2,256.4,241.4
2015-01-26,269.2,252.1,310.9,251.5
2015-01-27,263.3,269.2,276.9,247.3
2015-01-28,236.2,263.3,267.7,228.1
2015-01-29,234.0,236.2,241.5,220.4
2015-01-30,231.8,234.0,244.8,227.2
2015-01-31,218.5,231.8,235.4,216.5
2015-02-01,225.3,218.5,231.4,209.7
2015-02-02,238.9,225.3,242.5,220.5
2015-02-03,227.4,238.9,247.5,223.9
2015-02-04,226.6,227.4,230.7,220.2
2015-02-05,216.5,226.6,229.9,214.4
2015-02-06,223.0,216.5,226.2,215.6
2015-02-07,227.7,223.0,231.0,222.4
2015-02-08,223.7,227.7,230.2,219.5
2015-02-09,220.3,223.7,225.0,215.7
2015-02-10,219.7,220.3,222.2,214.4
2015-02-11,218.8,219.7,223.5,217.3
2015-02-12,221.8,218.8,223.0,217.3
2015-02-13,236.2,221.8,241.6,220.6
2015-02-14,258.6,236.2,261.3,235.4
2015-02-15,233.3,258.6,264.6,226.6
2015-02-16,235.8,233.3,240.0,228.0
2015-02-17,243.2,235.8,247.2,232.0
2015-02-18,235.2,243.2,245.5,231.7
2015-02-19,241.9,235.2,244.1,234.9
2015-02-20,244.5,241.9,247.8,238.8
2015-02-21,244.4,244.5,247.3,242.6
2015-02-22,235.7,244.4,246.5,232.7
2015-02-23,238.8,235.7,240.1,231.3
2015-02-24,238.9,238.8,240.3,235.5
2015-02-25,237.3,238.9,239.6,234.6
2015-02-26,236.5,237.3,238.2,233.5
2015-02-27,253.5,236.5,258.7,235.7
2015-02-28,254.1,253.5,255.4,248.7
2015-03-01,257.9,254.1,260.6,244.8
2015-03-02,273.8,257.9,274.8,256.1
2015-03-03,280.6,273.8,287.1,266.1
2015-03-04,271.9,280.6,284.5,265.9
2015-03-05,275.2,271.9,280.8,262.8
2015-03-06,272.6,275.2,278.0,269.0
2015-03-07,274.9,272.6,278.3,269.4
2015-03-08,274.5,274.9,278.8,271.3
2015-03-09,290.0,274.5,293.3,273.8
2015-03-10,291.4,290.0,301.0,288.1
2015-03-11,295.6,291.4,297.7,288.9
2015-03-12,293.9,295.6,297.0,290.8
2015-03-13,287.2,293.9,294.9,286.1
2015-03-14,281.6,287.2,288.4,279.3
2015-03-15,284.9,281.6,286.4,280.4
2015-03-16,290.4,284.9,294.0,284.8
2015-03-17,285.4,290.4,292.5,283.3
2015-03-18,255.9,285.4,285.6,248.2
2015-03-19,260.9,255.9,264.8,247.0
2015-03-20,261.8,260.9,264.7,257.9
2015-03-21,259.7,261.8,263.3,254.0
2015-03-22,268.6,259.7,270.4,259.0
2015-03-23,265.5,268.6,271.0,259.4
2015-03-24,246.7,265.5,267.0,242.7
2015-03-25,246.4,246.7,249.2,234.8
2015-03-26,248.0,246.4,254.7,243.5
2015-03-27,247.2,248.0,250.1,244.5
2015-03-28,252.0,247.2,254.3,246.3
2015-03-29,242.1,252.0,252.8,238.9
2015-03-30,246.8,242.1,248.8,236.6
2015-03-31,244.1,246.8,248.7,241.2
2015-04-01,246.2,244.1,247.7,239.6
2015-04-02,252.6,246.2,254.9,244.3
2015-04-03,254.5,252.6,256.5,251.3
2015-04-04,252.9,254.5,255.2,250.3
2015-04-05,259.6,252.9,260.3,250.6
2015-04-06,255.0,259.6,261.5,252.3
2015-04-07,253.0,255.0,255.6,250.1
2015-04-08,244.6,253.0,254.3,242.6
2015-04-09,243.3,244.6,246.2,237.6
2015-04-10,234.7,243.3,244.1,231.3
2015-04-11,236.5,234.7,240.0,233.1
2015-04-12,235.9,236.5,237.5,232.3
2015-04-13,223.6,235.9,236.8,220.4
2015-04-14,218.0,223.6,224.7,214.3
2015-04-15,223.0,218.0,223.6,217.1
2015-04-16,228.0,223.0,229.5,222.9
2015-04-17,222.6,228.0,229.3,220.6
2015-04-18,223.4,222.6,224.5,220.6
2015-04-19,223.0,223.4,226.9,222.0
2015-04-20,224.2,223.0,226.7,221.6
2015-04-21,233.7,224.2,235.3,223.3
2015-04-22,233.8,233.7,238.4,231.8
2015-04-23,235.4,233.8,236.1,232.6
2015-04-24,231.1,235.4,236.6,229.1
2015-04-25,226.1,231.1,232.3,223.1
2015-04-26,218.7,226.1,226.7,214.1
2015-04-27,229.0,218.7,242.6,216.6
2015-04-28,225.8,229.0,229.9,222.0
2015-04-29,225.4,225.8,227.2,222.3
2015-04-30,235.8,225.4,240.0,224.7
2015-05-01,233.2,235.8,239.4,232.4
2015-05-02,235.3,233.2,236.4,231.7
2015-05-03,240.0,235.3,243.6,233.8
2015-05-04,239.0,240.0,243.2,237.4
2015-05-05,235.8,239.0,239.6,231.8
2015-05-06,230.0,235.8,237.1,228.2
2015-05-07,237.7,230.0,240.3,228.3
2015-05-08,243.7,237.7,247.0,235.8
2015-05-09,241.4,243.7,247.9,238.5
2015-05-10,240.0,241.4,244.8,238.2
2015-05-11,241.8,240.0,243.9,238.9
2015-05-12,241.6,241.8,243.0,239.2
2015-05-13,236.4,241.6,243.9,234.1
2015-05-14,236.9,236.4,239.2,232.4
2015-05-15,237.2,236.9,238.8,235.5
2015-05-16,236.2,237.2,237.8,234.6
2015-05-17,236.3,236.2,237.8,235.4
2015-05-18,232.6,236.3,237.1,231.5
2015-05-19,232.0,232.6,234.5,231.3
2015-05-20,234.0,232.0,235.2,231.5
2015-05-21,235.4,234.0,236.6,233.6
2015-05-22,240.4,235.4,242.0,234.6
2015-05-23,238.9,240.4,241.7,238.1
2015-05-24,241.0,238.9,242.4,237.5
2015-05-25,237.4,241.0,241.8,235.8
2015-05-26,237.8,237.4,239.0,235.6
2015-05-27,237.3,237.8,238.9,235.9
2015-05-28,237.3,237.3,238.4,236.2
2015-05-29,237.0,237.3,237.9,235.1
2015-05-30,233.2,237.0,237.1,231.6
2015-05-31,229.8,233.2,234.0,229.1
2015-06-01,223.1,229.8,231.8,221.0
2015-06-02,225.7,223.1,227.4,222.3
2015-06-03,225.6,225.7,227.9,223.7
2015-06-04,224.2,225.6,226.7,223.5
2015-06-05,225.3,224.2,226.4,222.1
2015-06-06,224.7,225.3,225.8,223.5
2015-06-07,223.5,224.7,226.4,222.2
2015-06-08,228.6,223.5,229.9,223.0
2015-06-09,229.6,228.6,231.4,227.5
2015-06-10,228.8,229.6,230.4,227.8
2015-06-11,229.9,228.8,230.6,228.5
2015-06-12,230.5,229.9,231.6,229.3
2015-06-13,232.5,230.5,233.1,229.0
2015-06-14,233.8,232.5,235.5,232.1
2015-06-15,237.0,233.8,238.6,233.3
2015-06-16,249.8,237.0,254.1,235.7
2015-06-17,247.4,249.8,258.5,245.1
2015-06-18,248.4,247.4,251.9,242.5
2015-06-19,244.1,248.4,250.8,243.6
2015-06-20,245.0,244.1,246.6,238.7
2015-06-21,244.1,245.0,246.0,240.9
2015-06-22,247.5,244.1,248.6,243.2
2015-06-23,243.8,247.5,247.7,242.3
2015-06-24,240.6,243.8,244.5,239.1
2015-06-25,242.6,240.6,243.6,239.3
2015-06-26,242.9,242.6,243.5,240.1
2015-06-27,250.7,242.9,251.6,241.8
2015-06-28,248.9,250.7,251.6,246.6
2015-06-29,257.0,248.9,257.5,248.0
2015-06-30,264.1,257.0,268.7,255.4
2015-07-01,257.6,264.1,265.0,254.4
2015-07-02,254.9,257.6,261.3,253.1
2015-07-03,255.4,254.9,256.7,252.4
2015-07-04,260.5,255.4,261.1,253.4
2015-07-05,270.1,260.5,274.1,257.6
2015-07-06,269.1,270.1,277.5,266.5
2015-07-07,266.2,269.1,271.3,263.2
2015-07-08,268.6,266.2,273.6,263.2
2015-07-09,269.1,268.6,272.3,265.1
2015-07-10,283.6,269.1,297.9,266.9
2015-07-11,292.0,283.6,298.8,282.3
2015-07-12,310.4,292.0,315.9,291.3
2015-07-13,290.4,310.4,310.9,276.9
2015-07-14,287.0,290.4,297.0,285.2
2015-07-15,283.4,287.0,292.9,283.2
2015-07-16,276.6,283.4,290.8,273.3
2015-07-17,279.6,276.6,280.8,271.2
2015-07-18,274.0,279.6,282.5,243.2
2015-07-19,273.2,274.0,277.1,271.9
2015-07-20,277.7,273.2,278.9,271.8
2015-07-21,275.1,277.7,281.0,274.2
2015-07-22,276.5,275.1,277.4,273.1
2015-07-23,275.5,276.5,277.9,274.5
2015-07-24,288.4,275.5,289.8,274.3
2015-07-25,288.7,288.4,291.2,284.7
2015-07-26,291.8,288.7,293.3,286.8
2015-07-27,293.0,291.8,295.8,285.4
2015-07-28,293.7,293.0,296.7,291.7
2015-07-29,288.4,293.7,294.7,286.9
2015-07-30,287.0,288.4,289.9,284.9
2015-07-31,283.7,287.0,288.7,280.8
2015-08-01,280.5,283.7,284.5,276.3
2015-08-02,281.4,280.5,282.5,275.9
2015-08-03,281.6,281.4,285.0,278.9
2015-08-04,284.3,281.6,285.7,279.6
2015-08-05,281.7,284.3,285.5,280.5
2015-08-06,278.0,281.7,282.0,276.5
2015-08-07,277.9,278.0,279.6,274.3
2015-08-08,258.6,277.9,278.9,257.4
2015-08-09,263.9,258.6,266.8,258.6
2015-08-10,263.3,263.9,266.6,260.5
2015-08-11,269.0,263.3,269.9,261.4
2015-08-12,267.7,269.0,271.5,263.7
2015-08-13,263.4,267.7,268.4,261.3
2015-08-14,265.0,263.4,267.2,260.2
2015-08-15,260.5,265.0,266.5,259.4
2015-08-16,257.1,260.5,261.9,254.6
2015-08-17,257.1,257.1,259.9,252.9
2015-08-18,246.7,257.1,257.5,245.7
2015-08-19,226.0,246.7,247.9,214.3
2015-08-20,234.7,226.0,238.0,225.5
2015-08-21,232.4,234.7,236.3,230.5
2015-08-22,229.5,232.4,235.1,221.0
2015-08-23,226.8,229.5,232.7,224.3
2015-08-24,211.4,226.8,228.4,207.8
2015-08-25,220.5,211.4,226.6,196.3
2015-08-26,225.0,220.5,230.7,218.8
2015-08-27,222.7,225.0,228.4,222.0
2015-08-28,231.6,222.7,234.8,219.6
2015-08-29,228.5,231.6,233.1,226.4
2015-08-30,228.4,228.5,232.3,225.4
2015-08-31,229.5,228.4,231.8,224.2
2015-09-01,227.2,229.5,231.4,225.8
2015-09-02,228.6,227.2,230.6,225.6
2015-09-03,226.2,228.6,229.6,225.4
2015-09-04,230.3,226.2,231.1,225.8
2015-09-05,233.7,230.3,235.6,228.3
2015-09-06,239.9,233.7,243.6,234.7
2015-09-07,239.6,239.9,242.7,237.5
2015-09-08,243.2,239.6,246.4,239.2
2015-09-09,237.4,243.2,244.3,236.5
2015-09-10,238.1,237.4,240.6,234.3
2015-09-11,239.9,238.1,241.0,237.4
2015-09-12,235.6,239.9,240.3,233.3
2015-09-13,230.2,235.6,236.2,228.3
2015-09-14,229.9,230.2,232.6,226.0
2015-09-15,229.5,229.9,242.8,228.0
2015-09-16,228.6,229.5,230.9,225.1
2015-09-17,232.7,228.6,235.2,227.9
2015-09-18,232.2,232.7,234.7,230.6
2015-09-19,231.1,232.2,233.4,230.2
2015-09-20,231.1,231.1,232.7,229.9
2015-09-21,226.3,231.1,231.6,225.0
2015-09-22,230.0,226.3,233.2,224.1
2015-09-23,229.9,230.0,232.2,228.5
2015-09-24,233.8,229.9,235.8,229.6
2015-09-25,235.0,233.8,237.6,232.7
2015-09-26,234.3,235.0,235.7,232.7
2015-09-27,232.5,234.3,234.8,231.8
2015-09-28,238.9,232.5,240.4,232.4
2015-09-29,236.7,238.9,240.4,234.8
2015-09-30,235.9,236.7,237.8,234.4
2015-10-01,237.1,235.9,238.7,234.7
2015-10-02,236.7,237.1,238.4,235.1
2015-10-03,238.6,236.7,239.5,236.1
2015-10-04,238.3,238.6,277.6,237.5
2015-10-05,240.1,238.3,240.5,236.4
2015-10-06,246.1,240.1,247.6,239.4
2015-10-07,243.0,246.1,247.3,241.6
2015-10-08,242.6,243.0,244.8,241.6
2015-10-09,244.0,242.6,244.6,241.3
2015-10-10,245.4,244.0,245.9,242.9
2015-10-11,247.6,245.4,248.3,244.5
2015-10-12,245.4,247.6,248.0,244.6
2015-10-13,248.8,245.4,251.2,243.1
2015-10-14,252.3,248.8,255.1,248.3
2015-10-15,254.4,252.3,256.8,251.2
2015-10-16,262.9,254.4,267.3,253.9
2015-10-17,269.6,262.9,275.4,261.7
2015-10-18,261.7,269.6,272.4,259.5
2015-10-19,263.8,261.7,266.0,259.9
2015-10-20,269.8,263.8,272.1,262.7
2015-10-21,267.1,269.8,272.2,263.5
2015-10-22,274.4,267.1,278.7,266.8
2015-10-23,276.9,274.4,279.8,273.2
2015-10-24,282.6,276.9,283.0,277.0
2015-10-25,287.9,282.6,295.6,281.8
2015-10-26,285.1,287.9,287.6,279.6
2015-10-27,294.7,285.1,298.4,285.1
2015-10-28,303.5,294.7,307.5,294.0
2015-10-29,313.6,303.5,318.5,300.2
2015-10-30,327.1,313.6,334.9,310.8
2015-10-31,311.2,327.1,333.3,304.6
2015-11-01,323.0,311.2,324.3,304.7
2015-11-02,359.3,323.0,365.8,319.8
2015-11-03,396.5,359.3,416.8,354.6
2015-11-04,400.9,396.5,492.8,368.6
2015-11-05,382.7,400.9,447.2,366.1
2015-11-06,369.8,382.7,396.4,348.8
2015-11-07,385.1,369.8,391.8,369.0
2015-11-08,371.6,385.1,389.8,365.5
2015-11-09,380.2,371.6,385.1,360.2
2015-11-10,336.7,380.2,381.4,323.2
2015-11-11,304.7,336.7,341.8,292.4
2015-11-12,333.9,304.7,346.1,306.1
2015-11-13,333.8,333.9,341.8,323.9
2015-11-14,331.8,333.8,369.8,326.4
2015-11-15,317.5,331.8,334.8,314.2
2015-11-16,330.2,317.5,332.0,314.1
2015-11-17,333.9,330.2,342.9,328.1
2015-11-18,335.9,333.9,337.4,329.4
2015-11-19,325.0,335.9,335.6,323.4
2015-11-20,321.1,325.0,327.1,309.5
2015-11-21,324.7,321.1,328.4,318.4
2015-11-22,322.8,324.7,326.9,319.4
2015-11-23,322.1,322.8,325.0,319.9
2015-11-24,318.4,322.1,323.3,315.5
2015-11-25,327.5,318.4,330.0,315.7
2015-11-26,353.7,327.5,368.9,327.4
2015-11-27,359.5,353.7,363.9,345.1
2015-11-28,355.8,359.5,360.1,350.5
2015-11-29,370.8,355.8,372.8,354.5
2015-11-30,378.0,370.8,382.6,367.9
2015-12-01,361.8,378.0,379.0,353.7
2015-12-02,360.0,361.8,363.4,347.2
2015-12-03,360.3,360.0,371.4,355.5
2015-12-04,361.7,360.3,364.0,354.3
2015-12-05,386.7,361.7,390.3,361.5
2015-12-06,393.4,386.7,402.2,382.6
2015-12-07,394.3,393.4,398.7,381.7
2015-12-08,410.7,394.3,411.1,388.0
2015-12-09,416.0,410.7,424.6,403.3
2015-12-10,415.5,416.0,420.4,409.5
2015-12-11,449.8,415.5,453.4,413.7
2015-12-12,432.3,449.8,467.7,403.7
2015-12-13,434.7,432.3,441.0,420.8
2015-12-14,442.0,434.7,449.5,428.8
2015-12-15,462.6,442.0,464.2,440.7
2015-12-16,454.0,462.6,465.2,437.4
2015-12-17,455.5,454.0,458.4,447.3
2015-12-18,463.2,455.5,466.1,453.5
2015-12-19,461.2,463.2,466.0,452.3
2015-12-20,441.8,461.2,462.8,431.1
2015-12-21,437.6,441.8,445.5,424.0
2015-12-22,437.0,437.6,443.2,433.3
2015-12-23,442.4,437.0,444.8,434.3
2015-12-24,453.0,442.4,460.6,441.8
2015-12-25,454.0,453.0,457.4,449.5
2015-12-26,415.4,454.0,456.5,400.5
2015-12-27,422.4,415.4,425.5,406.1
2015-12-28,421.8,422.4,429.9,417.1
2015-12-29,431.9,421.8,433.6,419.3
2015-12-30,427.1,431.9,435.0,420.8
2015-12-31,430.0,427.1,433.1,417.1
2016-01-01,434.0,430.0,438.0,425.9
2016-01-02,433.7,434.0,437.4,430.7
2016-01-03,430.7,433.7,434.1,423.1
2016-01-04,433.3,430.7,435.3,428.6
2016-01-05,431.2,433.3,435.3,428.9
2016-01-06,430.8,431.2,432.1,425.0
2016-01-07,457.0,430.8,457.5,428.5
2016-01-08,452.9,457.0,462.9,446.5
2016-01-09,448.3,452.9,454.5,444.9
2016-01-10,446.2,448.3,448.9,438.6
2016-01-11,447.7,446.2,451.1,441.8
2016-01-12,445.0,447.7,448.4,443.1
2016-01-13,432.2,445.0,443.7,420.4
2016-01-14,429.1,432.2,433.7,427.0
2016-01-15,372.3,429.1,430.1,364.7
2016-01-16,385.0,372.3,386.7,350.4
2016-01-17,382.5,385.0,390.7,377.7
2016-01-18,384.4,382.5,387.3,373.2
2016-01-19,379.5,384.4,386.7,375.9
2016-01-20,414.6,379.5,425.7,374.0
2016-01-21,410.2,414.6,423.4,403.9
2016-01-22,382.6,410.2,411.5,374.9
2016-01-23,388.6,382.6,395.4,380.3
2016-01-24,402.1,388.6,405.4,385.5
2016-01-25,392.8,402.1,403.8,386.9
2016-01-26,389.8,392.8,397.7,387.9
2016-01-27,395.0,389.8,397.4,389.4
2016-01-28,379.7,395.0,395.4,376.7
2016-01-29,380.3,379.7,385.8,363.5
2016-01-30,377.8,380.3,381.8,375.0
2016-01-31,369.8,377.8,380.5,366.9
2016-02-01,372.2,369.8,379.8,365.3
2016-02-02,373.9,372.2,376.6,371.4
2016-02-03,368.0,373.9,375.9,366.2
2016-02-04,390.6,368.0,391.8,368.0
2016-02-05,386.5,390.6,391.1,384.5
2016-02-06,376.7,386.5,386.4,372.9
2016-02-07,377.9,376.7,382.6,375.3
2016-02-08,372.6,377.9,380.9,372.1
2016-02-09,375.3,372.6,377.6,371.4
2016-02-10,381.9,375.3,385.4,374.1
2016-02-11,379.5,381.9,383.2,372.8
2016-02-12,384.0,379.5,386.4,379.3
2016-02-13,390.1,384.0,392.6,383.3
2016-02-14,405.5,390.1,405.9,390.1
2016-02-15,401.1,405.5,410.9,396.6
2016-02-16,406.4,401.1,409.8,398.0
2016-02-17,417.1,406.4,421.5,405.0
2016-02-18,421.4,417.1,425.5,414.8
2016-02-19,420.0,421.4,424.3,416.4
2016-02-20,440.1,420.0,442.7,419.5
2016-02-21,437.9,440.1,447.6,425.5
2016-02-22,437.8,437.9,440.2,431.3
2016-02-23,419.9,437.8,440.8,414.4
2016-02-24,422.7,419.9,425.2,410.4
2016-02-25,423.5,422.7,427.2,417.5
2016-02-26,427.3,423.5,427.6,419.1
2016-02-27,431.3,427.3,434.1,427.3
2016-02-28,432.5,431.3,435.6,421.2
2016-02-29,436.2,432.5,441.3,429.8
2016-03-01,434.0,436.2,439.0,428.5
2016-03-02,425.4,434.0,435.9,423.9
2016-03-03,419.6,425.4,425.8,414.9
2016-03-04,409.5,419.6,423.4,407.2
2016-03-05,399.0,409.5,410.1,386.9
2016-03-06,406.0,399.0,412.0,393.1
2016-03-07,414.9,406.0,416.6,402.0
2016-03-08,411.9,414.9,416.7,408.4
2016-03-09,412.8,411.9,414.9,408.9
2016-03-10,415.8,412.8,417.5,410.3
2016-03-11,419.1,415.8,422.4,415.1
2016-03-12,410.4,419.1,420.7,407.0
2016-03-13,412.4,410.4,415.9,409.6
2016-03-14,414.3,412.4,416.1,411.2
2016-03-15,415.1,414.3,417.4,412.3
2016-03-16,415.9,415.1,417.0,413.3
2016-03-17,418.2,415.9,419.6,415.3
2016-03-18,408.2,418.2,418.6,402.5
2016-03-19,408.7,408.2,410.5,402.1
2016-03-20,411.5,408.7,413.5,407.2
2016-03-21,411.1,411.5,413.1,407.3
2016-03-22,416.2,411.1,417.9,410.8
2016-03-23,417.0,416.2,419.6,414.2
2016-03-24,414.7,417.0,417.7,412.9
2016-03-25,415.7,414.7,417.3,412.4
2016-03-26,416.5,415.7,417.7,413.9
2016-03-27,424.6,416.5,427.4,415.5
2016-03-28,422.2,424.6,425.4,419.7
2016-03-29,415.0,422.2,424.5,406.4
2016-03-30,412.4,415.0,416.2,408.4
2016-03-31,415.7,412.4,417.2,411.5
2016-04-01,415.6,415.7,416.9,412.8
2016-04-02,418.5,415.6,420.1,415.1
2016-04-03,419.1,418.5,420.2,417.0
2016-04-04,419.3,419.1,420.4,416.2
2016-04-05,422.1,419.3,423.7,418.0
2016-04-06,421.3,422.1,422.8,419.5
2016-04-07,420.1,421.3,422.0,417.9
2016-04-08,417.7,420.1,423.5,415.5
2016-04-09,418.0,417.7,418.9,412.4
2016-04-10,420.3,418.0,421.6,416.7
2016-04-11,421.4,420.3,422.4,418.1
2016-04-12,424.7,421.4,426.7,420.7
2016-04-13,423.5,424.7,426.6,421.4
2016-04-14,424.0,423.5,425.4,421.8
2016-04-15,428.7,424.0,429.5,423.3
2016-04-16,430.0,428.7,432.0,426.8
2016-04-17,426.3,430.0,430.6,423.8
2016-04-18,427.7,426.3,429.1,424.4
2016-04-19,434.9,427.7,436.1,426.8
